,Ano,ID Eleccion,ID Region,Region,Territorio,Candidato,Sexo,Edad,ID Partido,Partido
1277,2013,consejeros regionales,8.0,del biobio,concepcion 3,concha hidalgo tania,mujer,46,pcch,partido comunista de chile
1278,2013,consejeros regionales,8.0,del biobio,concepcion 3,tiznado cesped victor hugo,hombre,56,pcch,partido comunista de chile
1280,2013,consejeros regionales,8.0,del biobio,concepcion 3,vargas hernandez carlos hector,hombre,48,ppd,partido por la democracia
1281,2013,consejeros regionales,8.0,del biobio,concepcion 3,ortiz troncoso sergio,hombre,46,ind,independiente
1282,2013,consejeros regionales,8.0,del biobio,concepcion 3,ulloa pereira bernardo,hombre,57,ind,independiente
1285,2013,consejeros regionales,8.0,del biobio,concepcion 3,morales benavides oscar manuel,hombre,49,ind,independiente
1286,2013,consejeros regionales,8.0,del biobio,concepcion 3,silva saez gustavo,hombre,58,ind,independiente
1288,2013,consejeros regionales,8.0,del biobio,concepcion 3,castillo moncada cristian,hombre,34,ind,independiente
1289,2013,consejeros regionales,8.0,del biobio,concepcion 3,partarrieu pena carla,mujer,24,ind,independiente
1290,2013,consejeros regionales,8.0,del biobio,concepcion 3,torres valderrama anyelin delmira,mujer,37,ind,independiente
1291,2013,consejeros regionales,8.0,del biobio,nuble,avila parada javier,hombre,57,rn,renovacion nacional
1292,2013,consejeros regionales,8.0,del biobio,nuble,becker villa paola,mujer,41,rn,renovacion nacional
1293,2013,consejeros regionales,8.0,del biobio,nuble,jara pedrero christian daniel,hombre,43,rn,renovacion nacional
1294,2013,consejeros regionales,8.0,del biobio,nuble,casanova nagel carlos,hombre,66,udi,union democrata independiente
1295,2013,consejeros regionales,8.0,del biobio,nuble,diaz gonzalez juan,hombre,51,udi,union democrata independiente
1296,2013,consejeros regionales,8.0,del biobio,nuble,sanhueza duenas gustavo,hombre,46,udi,union democrata independiente
1297,2013,consejeros regionales,8.0,del biobio,nuble,villarroel munoz luis arturo,hombre,37,ind,independiente
1298,2013,consejeros regionales,8.0,del biobio,nuble,lopez malverde marianela,mujer,62,pev,partido ecologista verde
1299,2013,consejeros regionales,8.0,del biobio,nuble,bravo dominguez raul cayetano,hombre,48,igualdad,partido igualdad
1300,2013,consejeros regionales,8.0,del biobio,nuble,osses venegas mario enrique,hombre,49,igualdad,partido igualdad
1301,2013,consejeros regionales,8.0,del biobio,nuble,careaga lemus mauricio,hombre,59,ind,independiente
1303,2013,consejeros regionales,8.0,del biobio,nuble,jarpa leiva alberto,hombre,48,pdc,partido democrata cristiano
1304,2013,consejeros regionales,8.0,del biobio,nuble,guinez pacheco claudio,hombre,43,ps,partido socialista de chile
1305,2013,consejeros regionales,8.0,del biobio,nuble,hidalgo varela carlos,hombre,58,ps,partido socialista de chile
1307,2013,consejeros regionales,8.0,del biobio,nuble,calderon romero boris,hombre,52,pcch,partido comunista de chile
1310,2013,consejeros regionales,8.0,del biobio,nuble,andrades andrades john,hombre,41,ind,independiente
1311,2013,consejeros regionales,8.0,del biobio,nuble,sepulveda pino gina,mujer,31,ind,independiente
1312,2013,consejeros regionales,8.0,del biobio,nuble,signorelli guerra moises andres,hombre,68,prs,partido radical socialdemocrata
1313,2013,consejeros regionales,8.0,del biobio,nuble,falcon perez jaime,hombre,49,ind,independiente
1314,2013,consejeros regionales,8.0,del biobio,nuble,fuenzalida munoz francisco javier,hombre,54,ind,independiente
1318,2013,consejeros regionales,8.0,del biobio,nuble,salazar lermanda fabiola,mujer,36,ind,independiente
1321,2013,consejeros regionales,9.0,de la araucania,cautin 1,mellado suazo miguel,hombre,54,rn,renovacion nacional
1324,2013,consejeros regionales,9.0,de la araucania,cautin 1,ramirez castro osvaldo,hombre,67,udi,union democrata independiente
1326,2013,consejeros regionales,9.0,de la araucania,cautin 1,solar silva miguel angel,hombre,69,ind,independiente
1327,2013,consejeros regionales,9.0,de la araucania,cautin 1,aravena saavedra manuel,hombre,48,pdc,partido democrata cristiano
1328,2013,consejeros regionales,9.0,de la araucania,cautin 1,beltran ulloa alejandro,hombre,48,pdc,partido democrata cristiano
1329,2013,consejeros regionales,9.0,de la araucania,cautin 1,vergara torres isaac,hombre,65,pdc,partido democrata cristiano
1330,2013,consejeros regionales,9.0,de la araucania,cautin 1,castillo ortiz angelica,mujer,43,ps,partido socialista de chile
1331,2013,consejeros regionales,9.0,de la araucania,cautin 1,chandia pino joel,hombre,66,ps,partido socialista de chile
1332,2013,consejeros regionales,9.0,de la araucania,cautin 1,klein koch carlos,hombre,69,ps,partido socialista de chile
1333,2013,consejeros regionales,9.0,de la araucania,cautin 1,villegas cardenas luis manuel,hombre,27,ind,independiente
1334,2013,consejeros regionales,9.0,de la araucania,cautin 1,carrasco salazar gustavo adolfo,hombre,48,pcch,partido comunista de chile
1335,2013,consejeros regionales,9.0,de la araucania,cautin 1,santana carmona miguel,hombre,44,ind,independiente
1337,2013,consejeros regionales,9.0,de la araucania,cautin 1,sandoval poblete daniel alejandro,hombre,34,ppd,partido por la democracia
1338,2013,consejeros regionales,9.0,de la araucania,cautin 1,suazo palma julio cesar,hombre,53,ppd,partido por la democracia
1340,2013,consejeros regionales,9.0,de la araucania,cautin 1,ancamil vallejos roger,hombre,34,ph,partido humanista
1341,2013,consejeros regionales,9.0,de la araucania,cautin 1,carter beltran carlos,hombre,49,ph,partido humanista
1343,2013,consejeros regionales,9.0,de la araucania,cautin 2,carrasco ruiz hector,hombre,44,rn,renovacion nacional
1344,2013,consejeros regionales,9.0,de la araucania,cautin 2,romero inzunza jacqueline,mujer,45,rn,renovacion nacional
1345,2013,consejeros regionales,9.0,de la araucania,cautin 2,rubeska balboa rene,hombre,58,rn,renovacion nacional
1346,2013,consejeros regionales,9.0,de la araucania,cautin 2,phillips saenz carmen,mujer,61,ind,independiente
1347,2013,consejeros regionales,9.0,de la araucania,cautin 2,leal bizama henry,hombre,41,udi,union democrata independiente
1348,2013,consejeros regionales,9.0,de la araucania,cautin 2,lizama diaz pedro,hombre,56,udi,union democrata independiente
1350,2013,consejeros regionales,9.0,de la araucania,cautin 2,bascour rabanal marco antonio,hombre,51,pdc,partido democrata cristiano
1351,2013,consejeros regionales,9.0,de la araucania,cautin 2,carrasco carrasco marcelo,hombre,41,pdc,partido democrata cristiano
1352,2013,consejeros regionales,9.0,de la araucania,cautin 2,herrera floody ricardo ramiro,hombre,49,pdc,partido democrata cristiano
1353,2013,consejeros regionales,9.0,de la araucania,cautin 2,poveda lavado marcelo andres,hombre,45,pdc,partido democrata cristiano
1354,2013,consejeros regionales,9.0,de la araucania,cautin 2,figueroa garcia rodrigo,hombre,48,ps,partido socialista de chile
1355,2013,consejeros regionales,9.0,de la araucania,cautin 2,navarrete sauterel ricardo,hombre,57,ps,partido socialista de chile
1356,2013,consejeros regionales,9.0,de la araucania,cautin 2,nancupil baeza domingo,hombre,58,ps,partido socialista de chile
1358,2013,consejeros regionales,9.0,de la araucania,cautin 2,catrileo gaete luis,hombre,52,pcch,partido comunista de chile
1360,2013,consejeros regionales,9.0,de la araucania,cautin 2,jaramillo salazar guillermo,hombre,58,ppd,partido por la democracia
1361,2013,consejeros regionales,9.0,de la araucania,cautin 2,jara troncoso jeannette,mujer,47,ppd,partido por la democracia
1362,2013,consejeros regionales,9.0,de la araucania,cautin 2,mansilla barria edita,mujer,54,ppd,partido por la democracia
1363,2013,consejeros regionales,9.0,de la araucania,cautin 2,gonzalez lagos carlos,hombre,56,prs,partido radical socialdemocrata
1364,2013,consejeros regionales,9.0,de la araucania,cautin 2,lovera riquelme edgardo marcelo,hombre,42,prs,partido radical socialdemocrata
1365,2013,consejeros regionales,9.0,de la araucania,cautin 2,troppa figueroa reinaldo ivan,hombre,47,prs,partido radical socialdemocrata
1370,2013,consejeros regionales,9.0,de la araucania,malleco,neira neira jose enrique,hombre,58,ind,independiente
1372,2013,consejeros regionales,9.0,de la araucania,malleco,kausel kroll gustavo enrique,hombre,63,rn,renovacion nacional
1373,2013,consejeros regionales,9.0,de la araucania,malleco,flores fernandez rolando,hombre,54,udi,union democrata independiente
1374,2013,consejeros regionales,9.0,de la araucania,malleco,fuentealba laferte tomas,hombre,71,pdc,partido democrata cristiano
1375,2013,consejeros regionales,9.0,de la araucania,malleco,llanos monteiro gonzalo,hombre,48,pdc,partido democrata cristiano
1376,2013,consejeros regionales,9.0,de la araucania,malleco,roman mandujano ivan,hombre,39,pdc,partido democrata cristiano
1377,2013,consejeros regionales,9.0,de la araucania,malleco,farias salamanca claudia,mujer,44,ps,partido socialista de chile
1378,2013,consejeros regionales,9.0,de la araucania,malleco,novoa ramirez patricio,hombre,47,ps,partido socialista de chile
1379,2013,consejeros regionales,9.0,de la araucania,malleco,melinao curiqueo sergio osvaldo,hombre,54,ind,independiente
1380,2013,consejeros regionales,9.0,de la araucania,malleco,de la maza de la maza tomas,hombre,38,ppd,partido por la democracia
1381,2013,consejeros regionales,9.0,de la araucania,malleco,vasquez veroiza guillermo alberto,hombre,49,ppd,partido por la democracia
1383,2013,consejeros regionales,9.0,de la araucania,malleco,castillo olave habnel,hombre,55,prs,partido radical socialdemocrata
1385,2013,consejeros regionales,10.0,de los lagos,chiloe,borquez montecinos fernando,hombre,45,rn,renovacion nacional
1386,2013,consejeros regionales,10.0,de los lagos,chiloe,candia barrientos julio,hombre,57,rn,renovacion nacional
1387,2013,consejeros regionales,10.0,de los lagos,chiloe,borquez andrade jorge luis,hombre,46,ind,independiente
1388,2013,consejeros regionales,10.0,de los lagos,chiloe,schick cifuentes sergio,hombre,54,udi,union democrata independiente
1389,2013,consejeros regionales,10.0,de los lagos,chiloe,lagno cruces ricardo,hombre,57,ind,independiente
1390,2013,consejeros regionales,10.0,de los lagos,chiloe,arriagada gonzalez felipe,hombre,53,ind,independiente
1391,2013,consejeros regionales,10.0,de los lagos,chiloe,andrade miranda carmen,mujer,42,pdc,partido democrata cristiano
1392,2013,consejeros regionales,10.0,de los lagos,chiloe,soto oyarzun pedro,hombre,51,pdc,partido democrata cristiano
1393,2013,consejeros regionales,10.0,de los lagos,chiloe,ballesteros curumilla manuel,hombre,43,ps,partido socialista de chile
1394,2013,consejeros regionales,10.0,de los lagos,chiloe,munoz cardenas jose manuel,hombre,25,ps,partido socialista de chile
1395,2013,consejeros regionales,10.0,de los lagos,chiloe,arevalo astorga carlos,hombre,68,ind,independiente
1396,2013,consejeros regionales,10.0,de los lagos,chiloe,vera arancibia ana,mujer,44,pcch,partido comunista de chile
1397,2013,consejeros regionales,10.0,de los lagos,chiloe,miranda borquez cristian esteban,hombre,38,ppd,partido por la democracia
1398,2013,consejeros regionales,10.0,de los lagos,chiloe,oyarzun carcamo claudio patricio,hombre,35,ppd,partido por la democracia
1399,2013,consejeros regionales,10.0,de los lagos,chiloe,azocar catricura fernando ivan,hombre,47,ind,independiente
1400,2013,consejeros regionales,10.0,de los lagos,chiloe,fuentes garcia marcelo,hombre,63,ind,independiente
1401,2013,consejeros regionales,10.0,de los lagos,chiloe,millacura torres paula andrea,mujer,32,ind,independiente
1402,2013,consejeros regionales,10.0,de los lagos,llanquihue,aburto ancapan jose,hombre,47,rn,renovacion nacional
1403,2013,consejeros regionales,10.0,de los lagos,llanquihue,kuschel silva ricardo alberto,hombre,56,rn,renovacion nacional
1404,2013,consejeros regionales,10.0,de los lagos,llanquihue,vargas vargas jose bernego,hombre,35,rn,renovacion nacional
1405,2013,consejeros regionales,10.0,de los lagos,llanquihue,arratia tapia miguel,hombre,61,ind,independiente
1406,2013,consejeros regionales,10.0,de los lagos,llanquihue,moreno oyanedel jorge marcelo,hombre,45,udi,union democrata independiente
1407,2013,consejeros regionales,10.0,de los lagos,llanquihue,recondo lavanderos carlos,hombre,59,udi,union democrata independiente
1408,2013,consejeros regionales,10.0,de los lagos,llanquihue,azocar sovier ervin,hombre,48,ind,independiente
1409,2013,consejeros regionales,10.0,de los lagos,llanquihue,loaiza oyarzun rony,hombre,45,ind,independiente
1410,2013,consejeros regionales,10.0,de los lagos,llanquihue,paillahueque miranda teresa nancy,mujer,41,ind,independiente
1411,2013,consejeros regionales,10.0,de los lagos,llanquihue,alvarez nieto valentina,mujer,27,ind,independiente
1412,2013,consejeros regionales,10.0,de los lagos,llanquihue,carcamo carcamo juan erwin,hombre,49,pdc,partido democrata cristiano
1413,2013,consejeros regionales,10.0,de los lagos,llanquihue,donoso santana raul,hombre,53,ps,partido socialista de chile
1416,2013,consejeros regionales,10.0,de los lagos,llanquihue,soto ojeda carlos,hombre,51,ps,partido socialista de chile
1417,2013,consejeros regionales,10.0,de los lagos,llanquihue,contreras vega mario,hombre,66,pcch,partido comunista de chile
1418,2013,consejeros regionales,10.0,de los lagos,llanquihue,gallardo perez javier,hombre,55,ind,independiente
1419,2013,consejeros regionales,10.0,de los lagos,llanquihue,millan stuven jaime andres,hombre,56,ppd,partido por la democracia
1420,2013,consejeros regionales,10.0,de los lagos,llanquihue,aguila mascareno bladimir jose,hombre,48,ind,independiente
1421,2013,consejeros regionales,10.0,de los lagos,llanquihue,soto vargas fernando ivan,hombre,39,prs,partido radical socialdemocrata
1422,2013,consejeros regionales,10.0,de los lagos,llanquihue,diaz seron enrique,hombre,56,ind,independiente
1427,2013,consejeros regionales,10.0,de los lagos,llanquihue,chavez alvarado guillermo esteban,hombre,51,pp,partido progresista
1428,2013,consejeros regionales,10.0,de los lagos,llanquihue,medina toledo jose ignacio,hombre,28,pp,partido progresista
1429,2013,consejeros regionales,10.0,de los lagos,llanquihue,oyarzo barria manuel dagoberto,hombre,58,pp,partido progresista
1431,2013,consejeros regionales,10.0,de los lagos,osorno,jurgensen rundshagen harry,hombre,45,rn,renovacion nacional
1432,2013,consejeros regionales,10.0,de los lagos,osorno,barraza arellano maria angelica,mujer,67,udi,union democrata independiente
1433,2013,consejeros regionales,10.0,de los lagos,osorno,nunez morales maria jimena,mujer,56,udi,union democrata independiente
1434,2013,consejeros regionales,10.0,de los lagos,osorno,sule fernandez claudio,hombre,51,ind,independiente
1435,2013,consejeros regionales,10.0,de los lagos,osorno,benitez sanhueza marcela alejandra,mujer,37,ind,independiente
1436,2013,consejeros regionales,10.0,de los lagos,osorno,campos saldana jorge andres,hombre,54,ind,independiente
